"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2011/01/01","00:00","0.273","-","0.09"
"2011/01/01","01:00","0.069","-","-0.28"
"2011/01/01","02:00","0.757","-","0.28"
"2011/01/01","03:00","2.094","-","1.71"
"2011/01/01","04:00","3.793","-","3.31"
"2011/01/01","05:00","5.508","-","4.83"
"2011/01/01","06:00","6.783","-","6.09"
"2011/01/01","07:00","7.258","-","6.73"
"2011/01/01","08:00","6.907","-","6.65"
"2011/01/01","09:00","6.012","-","5.9"
"2011/01/01","10:00","4.943","-","4.8"
"2011/01/01","11:00","3.992","-","3.84"
"2011/01/01","12:00","3.466","-","3.37"
"2011/01/01","13:00","3.677","-","3.57"
"2011/01/01","14:00","4.677","-","4.43"
"2011/01/01","15:00","6.156","-","5.78"
"2011/01/01","16:00","7.717","-","7.27"
"2011/01/01","17:00","9.026","-","8.58"
"2011/01/01","18:00","9.733","-","9.22"
"2011/01/01","19:00","9.544","-","9.06"
"2011/01/01","20:00","8.426","-","7.94"
"2011/01/01","21:00","6.653","-","6.04"
"2011/01/01","22:00","4.614","-","4.04"
"2011/01/01","23:00","2.604","-","2.13"
"2011/01/02","00:00","0.878","-","0.61"
"2011/01/02","01:00","-0.2","-","-0.4"
"2011/01/02","02:00","-0.319","-","-0.69"
"2011/01/02","03:00","0.51","-","0.04"
"2011/01/02","04:00","2.036","-","1.65"
"2011/01/02","05:00","3.955","-","3.48"
"2011/01/02","06:00","5.857","-","5.21"
"2011/01/02","07:00","7.223","-","6.61"
"2011/01/02","08:00","7.688","-","7.27"
"2011/01/02","09:00","7.262","-","7.09"
"2011/01/02","10:00","6.266","-","6.11"
"2011/01/02","11:00","5.087","-","4.83"
"2011/01/02","12:00","4.045","-","3.74"
"2011/01/02","13:00","3.488","-","3.17"
"2011/01/02","14:00","3.736","-","3.45"
"2011/01/02","15:00","4.792","-","4.55"
"2011/01/02","16:00","6.318","-","6.09"
"2011/01/02","17:00","7.908","-","7.74"
"2011/01/02","18:00","9.204","-","9.06"
"2011/01/02","19:00","9.822","-","9.64"
"2011/01/02","20:00","9.476","-","9.22"
"2011/01/02","21:00","8.187","-","7.86"
"2011/01/02","22:00","6.279","-","5.74"
"2011/01/02","23:00","4.152","-","3.68"
"2011/01/03","00:00","2.101","-","1.87"
"2011/01/03","01:00","0.406","-","0.4"
"2011/01/03","02:00","-0.544","-","-0.59"
"2011/01/03","03:00","-0.467","-","-0.81"
"2011/01/03","04:00","0.582","-","0.17"
"2011/01/03","05:00","2.324","-","1.94"
"2011/01/03","06:00","4.418","-","3.8"
"2011/01/03","07:00","6.391","-","5.6"
"2011/01/03","08:00","7.698","-","6.92"
"2011/01/03","09:00","8.013","-","7.53"
"2011/01/03","10:00","7.416","-","7.19"
"2011/01/03","11:00","6.278","-","6.06"
"2011/01/03","12:00","4.998","-","4.61"
"2011/01/03","13:00","3.914","-","3.46"
"2011/01/03","14:00","3.398","-","2.97"
"2011/01/03","15:00","3.752","-","3.39"
"2011/01/03","16:00","4.918","-","4.58"
"2011/01/03","17:00","6.513","-","6.22"
"2011/01/03","18:00","8.117","-","7.87"
"2011/01/03","19:00","9.34","-","9.1"
"2011/01/03","20:00","9.789","-","9.52"
"2011/01/03","21:00","9.222","-","8.96"
"2011/01/03","22:00","7.737","-","7.33"
"2011/01/03","23:00","5.713","-","5.15"
"2011/01/04","00:00","3.557","-","3.14"
"2011/01/04","01:00","1.554","-","1.36"
"2011/01/04","02:00","0.004","-","-0.01"
"2011/01/04","03:00","-0.702","-","-0.81"
"2011/01/04","04:00","-0.333","-","-0.71"
"2011/01/04","05:00","0.982","-","0.69"
"2011/01/04","06:00","2.921","-","2.52"
"2011/01/04","07:00","5.096","-","4.49"
"2011/01/04","08:00","6.997","-","6.27"
"2011/01/04","09:00","8.098","-","7.43"
"2011/01/04","10:00","8.158","-","7.69"
"2011/01/04","11:00","7.342","-","7.04"
"2011/01/04","12:00","6.063","-","5.73"
"2011/01/04","13:00","4.721","-","4.24"
"2011/01/04","14:00","3.659","-","3.17"
"2011/01/04","15:00","3.262","-","2.81"
"2011/01/04","16:00","3.789","-","3.45"
"2011/01/04","17:00","5.099","-","4.85"
"2011/01/04","18:00","6.755","-","6.55"
"2011/01/04","19:00","8.319","-","8.15"
"2011/01/04","20:00","9.387","-","9.29"
"2011/01/04","21:00","9.589","-","9.5"
"2011/01/04","22:00","8.76","-","8.65"
"2011/01/04","23:00","7.087","-","6.74"
"2011/01/05","00:00","4.994","-","4.5"
"2011/01/05","01:00","2.881","-","2.57"
"2011/01/05","02:00","1.022","-","0.92"
"2011/01/05","03:00","-0.27","-","-0.25"
"2011/01/05","04:00","-0.624","-","-0.82"
"2011/01/05","05:00","0.104","-","-0.32"
"2011/01/05","06:00","1.689","-","1.35"
"2011/01/05","07:00","3.756","-","3.25"
"2011/01/05","08:00","5.886","-","5.24"
"2011/01/05","09:00","7.569","-","6.89"
"2011/01/05","10:00","8.349","-","7.72"
"2011/01/05","11:00","8.091","-","7.69"
"2011/01/05","12:00","7.049","-","6.74"
"2011/01/05","13:00","5.658","-","5.33"
"2011/01/05","14:00","4.309","-","3.87"
"2011/01/05","15:00","3.346","-","2.96"
"2011/01/05","16:00","3.146","-","2.85"
"2011/01/05","17:00","3.895","-","3.78"
"2011/01/05","18:00","5.349","-","5.31"
"2011/01/05","19:00","7.021","-","7.07"
"2011/01/05","20:00","8.465","-","8.64"
"2011/01/05","21:00","9.296","-","9.51"
"2011/01/05","22:00","9.198","-","9.42"
"2011/01/05","23:00","8.102","-","8.13"
"2011/01/06","00:00","6.279","-","6.06"
"2011/01/06","01:00","4.181","-","3.99"
"2011/01/06","02:00","2.192","-","2.17"
"2011/01/06","03:00","0.579","-","0.72"
"2011/01/06","04:00","-0.345","-","-0.3"
"2011/01/06","05:00","-0.261","-","-0.52"
"2011/01/06","06:00","0.848","-","0.54"
"2011/01/06","07:00","2.654","-","2.45"
"2011/01/06","08:00","4.739","-","4.47"
"2011/01/06","09:00","6.686","-","6.37"
"2011/01/06","10:00","8.028","-","7.69"
"2011/01/06","11:00","8.41","-","8.14"
"2011/01/06","12:00","7.815","-","7.58"
"2011/01/06","13:00","6.567","-","6.39"
"2011/01/06","14:00","5.114","-","4.8"
"2011/01/06","15:00","3.827","-","3.49"
"2011/01/06","16:00","3.043","-","2.7"
"2011/01/06","17:00","3.104","-","2.86"
"2011/01/06","18:00","4.088","-","4.01"
"2011/01/06","19:00","5.646","-","5.58"
"2011/01/06","20:00","7.254","-","7.26"
"2011/01/06","21:00","8.493","-","8.58"
"2011/01/06","22:00","9.026","-","9.07"
"2011/01/06","23:00","8.615","-","8.64"
"2011/01/07","00:00","7.286","-","7.07"
"2011/01/07","01:00","5.377","-","4.99"
"2011/01/07","02:00","3.354","-","3.01"
"2011/01/07","03:00","1.584","-","1.43"
"2011/01/07","04:00","0.321","-","0.2"
"2011/01/07","05:00","-0.144","-","-0.34"
"2011/01/07","06:00","0.415","-","0.06"
"2011/01/07","07:00","1.867","-","1.63"
"2011/01/07","08:00","3.79","-","3.51"
"2011/01/07","09:00","5.76","-","5.42"
"2011/01/07","10:00","7.397","-","7.06"
"2011/01/07","11:00","8.313","-","8.01"
"2011/01/07","12:00","8.267","-","8.02"
"2011/01/07","13:00","7.351","-","7.07"
"2011/01/07","14:00","5.947","-","5.58"
"2011/01/07","15:00","4.5","-","4.05"
"2011/01/07","16:00","3.353","-","2.92"
"2011/01/07","17:00","2.818","-","2.53"
"2011/01/07","18:00","3.165","-","3.13"
"2011/01/07","19:00","4.348","-","4.44"
"2011/01/07","20:00","5.924","-","6.04"
"2011/01/07","21:00","7.378","-","7.56"
"2011/01/07","22:00","8.348","-","8.49"
"2011/01/07","23:00","8.566","-","8.54"
"2011/01/08","00:00","7.875","-","7.66"
"2011/01/08","01:00","6.382","-","5.92"
"2011/01/08","02:00","4.474","-","3.91"
"2011/01/08","03:00","2.624","-","2.15"
"2011/01/08","04:00","1.171","-","0.77"
"2011/01/08","05:00","0.344","-","-0.16"
"2011/01/08","06:00","0.381","-","-0.18"
"2011/01/08","07:00","1.382","-","0.85"
"2011/01/08","08:00","3.072","-","2.56"
"2011/01/08","09:00","4.976","-","4.38"
"2011/01/08","10:00","6.702","-","6.1"
"2011/01/08","11:00","7.939","-","7.37"
"2011/01/08","12:00","8.392","-","7.88"
"2011/01/08","13:00","7.934","-","7.42"
"2011/01/08","14:00","6.75","-","6.25"
"2011/01/08","15:00","5.266","-","4.7"
"2011/01/08","16:00","3.905","-","3.32"
"2011/01/08","17:00","2.968","-","2.42"
"2011/01/08","18:00","2.711","-","2.24"
"2011/01/08","19:00","3.313","-","3"
"2011/01/08","20:00","4.605","-","4.25"
"2011/01/08","21:00","6.096","-","5.69"
"2011/01/08","22:00","7.323","-","6.95"
"2011/01/08","23:00","8.006","-","7.62"
"2011/01/09","00:00","7.944","-","7.51"
"2011/01/09","01:00","7.049","-","6.42"
"2011/01/09","02:00","5.492","-","4.69"
"2011/01/09","03:00","3.696","-","2.96"
"2011/01/09","04:00","2.119","-","1.48"
"2011/01/09","05:00","1.062","-","0.37"
"2011/01/09","06:00","0.706","-","-0.09"
"2011/01/09","07:00","1.212","-","0.53"
"2011/01/09","08:00","2.546","-","1.96"
"2011/01/09","09:00","4.327","-","3.55"
"2011/01/09","10:00","6.073","-","5.28"
"2011/01/09","11:00","7.463","-","6.78"
"2011/01/09","12:00","8.264","-","7.69"
"2011/01/09","13:00","8.272","-","7.68"
"2011/01/09","14:00","7.46","-","6.84"
"2011/01/09","15:00","6.095","-","5.51"
"2011/01/09","16:00","4.622","-","3.99"
"2011/01/09","17:00","3.419","-","2.78"
"2011/01/09","18:00","2.719","-","2.14"
"2011/01/09","19:00","2.71","-","2.25"
"2011/01/09","20:00","3.475","-","3.16"
"2011/01/09","21:00","4.761","-","4.34"
"2011/01/09","22:00","6.081","-","5.59"
"2011/01/09","23:00","7.058","-","6.55"
"2011/01/10","00:00","7.494","-","6.92"
"2011/01/10","01:00","7.238","-","6.58"
"2011/01/10","02:00","6.251","-","5.4"
"2011/01/10","03:00","4.75","-","3.77"
"2011/01/10","04:00","3.172","-","2.27"
"2011/01/10","05:00","1.946","-","1.07"
"2011/01/10","06:00","1.308","-","0.37"
"2011/01/10","07:00","1.379","-","0.47"
"2011/01/10","08:00","2.242","-","1.44"
"2011/01/10","09:00","3.754","-","2.9"
"2011/01/10","10:00","5.475","-","4.49"
"2011/01/10","11:00","6.965","-","6.04"
"2011/01/10","12:00","7.985","-","7.16"
"2011/01/10","13:00","8.373","-","7.58"
"2011/01/10","14:00","8.002","-","7.19"
"2011/01/10","15:00","6.932","-","6.07"
"2011/01/10","16:00","5.489","-","4.57"
"2011/01/10","17:00","4.106","-","3.16"
"2011/01/10","18:00","3.089","-","2.14"
"2011/01/10","19:00","2.591","-","1.7"
"2011/01/10","20:00","2.74","-","1.99"
"2011/01/10","21:00","3.551","-","2.81"
"2011/01/10","22:00","4.733","-","3.86"
"2011/01/10","23:00","5.847","-","4.85"
"2011/01/11","00:00","6.615","-","5.63"
"2011/01/11","01:00","6.896","-","5.91"
"2011/01/11","02:00","6.566","-","5.48"
"2011/01/11","03:00","5.613","-","4.42"
"2011/01/11","04:00","4.281","-","3.07"
"2011/01/11","05:00","2.999","-","1.86"
"2011/01/11","06:00","2.137","-","1.04"
"2011/01/11","07:00","1.861","-","0.81"
"2011/01/11","08:00","2.241","-","1.31"
"2011/01/11","09:00","3.304","-","2.38"
"2011/01/11","10:00","4.84","-","3.74"
"2011/01/11","11:00","6.396","-","5.12"
"2011/01/11","12:00","7.597","-","6.38"
"2011/01/11","13:00","8.276","-","7.18"
"2011/01/11","14:00","8.324","-","7.26"
"2011/01/11","15:00","7.675","-","6.65"
"2011/01/11","16:00","6.456","-","5.48"
"2011/01/11","17:00","5.02","-","4.06"
"2011/01/11","18:00","3.758","-","2.81"
"2011/01/11","19:00","2.891","-","1.92"
"2011/01/11","20:00","2.505","-","1.61"
"2011/01/11","21:00","2.696","-","1.92"
"2011/01/11","22:00","3.452","-","2.62"
"2011/01/11","23:00","4.487","-","3.58"
"2011/01/12","00:00","5.432","-","4.51"
"2011/01/12","01:00","6.087","-","5.11"
"2011/01/12","02:00","6.339","-","5.26"
"2011/01/12","03:00","6.063","-","4.85"
"2011/01/12","04:00","5.254","-","4.1"
"2011/01/12","05:00","4.162","-","3.23"
"2011/01/12","06:00","3.183","-","2.54"
"2011/01/12","07:00","2.62","-","2.21"
"2011/01/12","08:00","2.581","-","2.41"
"2011/01/12","09:00","3.116","-","3.15"
"2011/01/12","10:00","4.232","-","4.27"
"2011/01/12","11:00","5.686","-","5.65"
"2011/01/12","12:00","7.04","-","7.06"
"2011/01/12","13:00","7.985","-","8.11"
"2011/01/12","14:00","8.404","-","8.65"
"2011/01/12","15:00","8.216","-","8.54"
"2011/01/12","16:00","7.395","-","7.68"
"2011/01/12","17:00","6.111","-","6.43"
"2011/01/12","18:00","4.717","-","4.97"
"2011/01/12","19:00","3.544","-","3.68"
"2011/01/12","20:00","2.736","-","2.69"
"2011/01/12","21:00","2.349","-","2.28"
"2011/01/12","22:00","2.489","-","2.4"
"2011/01/12","23:00","3.149","-","2.99"
"2011/01/13","00:00","4.064","-","3.83"
"2011/01/13","01:00","4.933","-","4.72"
"2011/01/13","02:00","5.604","-","5.32"
